estado,municipio,cp,asentamiento,tipo
"Ciudad de México",Azcapotzalco,02830,"San Bernabé",Barrio
"Ciudad de México",Azcapotzalco,02830,Toronja,"Unidad habitacional"
"Ciudad de México",Azcapotzalco,02840,"Cobre de México","Unidad habitacional"
"Ciudad de México",Azcapotzalco,02840,"Obrero Popular",Colonia
"Ciudad de México",Azcapotzalco,02850,Tlatilco,"Unidad habitacional"
"Ciudad de México",Azcapotzalco,02860,Tlatilco,Colonia
"Ciudad de México",Azcapotzalco,02870,"San Salvador Xochimanca",Colonia
"Ciudad de México",Azcapotzalco,02900,Aguilera,Colonia
"Ciudad de México",Azcapotzalco,02910,Aldana,Colonia
"Ciudad de México",Azcapotzalco,02920,"Ampliación Cosmopolita",Colonia
"Ciudad de México",Azcapotzalco,02930,Liberación,Colonia
"Ciudad de México",Azcapotzalco,02940,Porvenir,Colonia
"Ciudad de México",Azcapotzalco,02950,"Del Gas",Colonia
"Ciudad de México",Azcapotzalco,02960,"San Francisco Xocotitla",Pueblo
"Ciudad de México",Azcapotzalco,02970,"Ampliación Del Gas",Colonia
"Ciudad de México",Azcapotzalco,02980,Arenal,Colonia
"Ciudad de México",Azcapotzalco,02980,"Patrimonio Familiar",Colonia
"Ciudad de México",Azcapotzalco,02990,"La Raza",Colonia
"Ciudad de México","Benito Juárez",03000,"Piedad Narvarte",Colonia
"Ciudad de México","Benito Juárez",03010,"Atenor Salas",Colonia
"Ciudad de México","Benito Juárez",03020,Esperanza,"Unidad habitacional"
"Ciudad de México","Benito Juárez",03020,"Narvarte Poniente",Colonia
"Ciudad de México","Benito Juárez",03023,"Narvarte Oriente",Colonia
"Ciudad de México","Benito Juárez",03023,"Unidad Narvarte IMSS","Conjunto habitaciona"
"Ciudad de México","Benito Juárez",03028,"Secretaria de Comunicaciones y Transportes","Gran usuario"
"Ciudad de México","Benito Juárez",03100,"Del Valle Centro",Colonia
"Ciudad de México","Benito Juárez",03100,"Insurgentes San Borja",Colonia
"Ciudad de México","Benito Juárez",03103,"Del Valle Norte",Colonia
"Ciudad de México","Benito Juárez",03104,"Del Valle Sur",Colonia
"Ciudad de México","Benito Juárez",03109,"Partido Acción Nacional","Gran usuario"
"Ciudad de México","Benito Juárez",03199,"Cámara Nacional de la Industria del Hierro y Acero","Gran usuario"
"Ciudad de México","Benito Juárez",03200,Tlacoquemécatl,Colonia
"Ciudad de México","Benito Juárez",03220,"Centro Urbano Presidente Miguel Alemán","Unidad habitacional"
"Ciudad de México","Benito Juárez",03229,"Centro Hospitalario 20 de Noviembre","Gran usuario"
"Ciudad de México","Benito Juárez",03230,Actipan,Colonia
"Ciudad de México","Benito Juárez",03240,Acacias,Colonia
"Ciudad de México","Benito Juárez",03300,"Portales Sur",Colonia
"Ciudad de México","Benito Juárez",03303,"Portales Norte",Colonia
"Ciudad de México","Benito Juárez",03310,"Santa Cruz Atoyac",Colonia
"Ciudad de México","Benito Juárez",03313,"Modulo Social las Flores","Unidad habitacional"
"Ciudad de México","Benito Juárez",03319,"Delegación Política Benito Juárez","Gran usuario"
"Ciudad de México","Benito Juárez",03320,"Residencial Emperadores",Colonia
"Ciudad de México","Benito Juárez",03330,Xoco,Colonia
"Ciudad de México","Benito Juárez",03340,"General Pedro María Anaya",Colonia
"Ciudad de México","Benito Juárez",03400,Álamos,Colonia
"Ciudad de México","Benito Juárez",03410,Postal,Colonia
"Ciudad de México","Benito Juárez",03420,"Miguel Alemán",Colonia
"Ciudad de México","Benito Juárez",03430,"Josefa Ortiz de Domínguez",Colonia
"Ciudad de México","Benito Juárez",03440,"Niños Héroes",Colonia
"Ciudad de México","Benito Juárez",03500,Nativitas,Colonia
"Ciudad de México","Benito Juárez",03510,Moderna,Colonia
"Ciudad de México","Benito Juárez",03520,Iztaccihuatl,Colonia
"Ciudad de México","Benito Juárez",03530,"Villa de Cortes",Colonia
"Ciudad de México","Benito Juárez",03540,"Del Carmen",Colonia
"Ciudad de México","Benito Juárez",03550,Zacahuitzco,Colonia
"Ciudad de México","Benito Juárez",03560,Albert,Colonia
"Ciudad de México","Benito Juárez",03570,"Portales Oriente",Colonia
"Ciudad de México","Benito Juárez",03580,Miravalle,Colonia
"Ciudad de México","Benito Juárez",03590,Ermita,Colonia
"Ciudad de México","Benito Juárez",03600,"Vértiz Narvarte",Colonia
"Ciudad de México","Benito Juárez",03610,"Américas Unidas",Colonia
"Ciudad de México","Benito Juárez",03620,Periodista,Colonia
"Ciudad de México","Benito Juárez",03630,Independencia,Colonia
"Ciudad de México","Benito Juárez",03640,"Del Lago",Colonia
"Ciudad de México","Benito Juárez",03650,"Letrán Valle",Colonia
"Ciudad de México","Benito Juárez",03660,"San Simón Ticumac",Colonia
"Ciudad de México","Benito Juárez",03700,"Santa María Nonoalco",Colonia
"Ciudad de México","Benito Juárez",03710,"Ciudad de los Deportes",Colonia
"Ciudad de México","Benito Juárez",03720,Nochebuena,Colonia
"Ciudad de México","Benito Juárez",03730,"San Juan",Colonia
"Ciudad de México","Benito Juárez",03740,"Extremadura Insurgentes",Colonia
"Ciudad de México","Benito Juárez",03800,"San Pedro de los Pinos",Colonia
"Ciudad de México","Benito Juárez",03810,Nápoles,Colonia
"Ciudad de México","Benito Juárez",03820,"8 de Agosto",Colonia
"Ciudad de México","Benito Juárez",03840,"Ampliación Napoles",Colonia
"Ciudad de México","Benito Juárez",03849,"Cámara Nacional de la Industria de Transformación","Gran usuario"
"Ciudad de México","Benito Juárez",03900,"San José Insurgentes",Colonia
"Ciudad de México","Benito Juárez",03910,Mixcoac,Colonia
"Ciudad de México","Benito Juárez",03920,"Insurgentes Mixcoac",Colonia
"Ciudad de México","Benito Juárez",03930,"Merced Gómez",Colonia
"Ciudad de México","Benito Juárez",03940,"Crédito Constructor",Colonia
"Ciudad de México",Coyoacán,04000,"Villa Coyoacán",Colonia
"Ciudad de México",Coyoacán,04009,"Delegación Política Coyoacán","Gran usuario"
"Ciudad de México",Coyoacán,04010,"Barrio Santa Catarina",Barrio
"Ciudad de México",Coyoacán,04020,"Barrio La Concepción",Barrio
"Ciudad de México",Coyoacán,04030,"Barrio San Lucas",Barrio
"Ciudad de México",Coyoacán,04040,"Parque San Andrés",Colonia
"Ciudad de México",Coyoacán,04100,"Del Carmen",Colonia
"Ciudad de México",Coyoacán,04110,"Viveros de Coyoacán","Unidad habitacional"
"Ciudad de México",Coyoacán,04120,"San Diego Churubusco",Colonia
"Ciudad de México",Coyoacán,04120,"San Mateo",Colonia
"Ciudad de México",Coyoacán,04129,"Cámara Nacional de la Industria Editorial","Gran usuario"
"Ciudad de México",Coyoacán,04200,"Campestre Churubusco",Colonia
"Ciudad de México",Coyoacán,04210,"Churubusco Country Club",Colonia
"Ciudad de México",Coyoacán,04230,"Prado Churubusco",Colonia
"Ciudad de México",Coyoacán,04239,"Ermita Churubusco","Unidad habitacional"
"Ciudad de México",Coyoacán,04240,Hermosillo,Colonia
"Ciudad de México",Coyoacán,04250,"Paseos de Taxqueña",Colonia
"Ciudad de México",Coyoacán,04259,"20 de Agosto","Unidad habitacional"
"Ciudad de México",Coyoacán,04260,"San Francisco Culhuacán Barrio de La Magdalena",Barrio
"Ciudad de México",Coyoacán,04260,"San Francisco Culhuacán Barrio de San Francisco",Barrio
"Ciudad de México",Coyoacán,04260,"San Francisco Culhuacán Barrio de San Juan",Barrio
"Ciudad de México",Coyoacán,04260,"San Francisco Culhuacán Barrio de Santa Ana",Barrio
"Ciudad de México",Coyoacán,04270,"Santa Martha del Sur Quetzalcoatl","Unidad habitacional"
"Ciudad de México",Coyoacán,04280,Taxqueña,"Unidad habitacional"
"Ciudad de México",Coyoacán,04300,Ajusco,Colonia
"Ciudad de México",Coyoacán,04307,"Ajusco Montserrat","Unidad habitacional"
"Ciudad de México",Coyoacán,04309,"Pedregal de Monserrat",Fraccionamiento
"Ciudad de México",Coyoacán,04310,"Monte de Piedad","Unidad habitacional"
"Ciudad de México",Coyoacán,04310,"Romero de Terreros",Colonia
"Ciudad de México",Coyoacán,04317,ISSSTE,"Unidad habitacional"
"Ciudad de México",Coyoacán,04318,"Barrio Oxtopulco Universidad",Barrio
"Ciudad de México",Coyoacán,04319,"Fortín de Chimalistac",Fraccionamiento
"Ciudad de México",Coyoacán,04319,"Torres de Chimalistac","Conjunto habitaciona"
"Ciudad de México",Coyoacán,04320,"Cuadrante de San Francisco",Colonia
"Ciudad de México",Coyoacán,04320,"Pedregal de San Francisco",Colonia
"Ciudad de México",Coyoacán,04320,"Romero de Terreros",Fraccionamiento
"Ciudad de México",Coyoacán,04326,"Villa de San Francisco",Fraccionamiento
"Ciudad de México",Coyoacán,04327,"Rincón de Guanajuato","Unidad habitacional"
"Ciudad de México",Coyoacán,04330,"Barrio del Niño Jesús",Barrio
"Ciudad de México",Coyoacán,04330,"El Rosedal",Colonia
"Ciudad de México",Coyoacán,04330,Pacifico,"Unidad habitacional"
"Ciudad de México",Coyoacán,04330,"Pedregal de Coyoacán","Unidad habitacional"
"Ciudad de México",Coyoacán,04330,"Pueblo de los Reyes",Pueblo
"Ciudad de México",Coyoacán,04330,"Rinconada de los Reyes","Unidad habitacional"
"Ciudad de México",Coyoacán,04330,Rosedal,"Unidad habitacional"
"Ciudad de México",Coyoacán,04336,Zapata,"Unidad habitacional"
"Ciudad de México",Coyoacán,04337,Montserrat,"Unidad habitacional"
"Ciudad de México",Coyoacán,04338,Mariana,"Conjunto habitaciona"
"Ciudad de México",Coyoacán,04340,"Copilco El Bajo",Colonia
"Ciudad de México",Coyoacán,04340,"Copilco Universidad ISSSTE","Unidad habitacional"
"Ciudad de México",Coyoacán,04340,"Insurgentes San Ángel","Conjunto habitaciona"
"Ciudad de México",Coyoacán,04350,Acasulco,"Unidad habitacional"
"Ciudad de México",Coyoacán,04350,"Altillo Universidad","Unidad habitacional"
"Ciudad de México",Coyoacán,04350,Copilco,"Unidad habitacional"
"Ciudad de México",Coyoacán,04350,"Integración Latinoamericana","Unidad habitacional"
"Ciudad de México",Coyoacán,04350,"Villas Copilco","Conjunto habitaciona"
"Ciudad de México",Coyoacán,04359,"Empleados Federales",Condominio
"Ciudad de México",Coyoacán,04360,"Copilco El Alto",Colonia
"Ciudad de México",Coyoacán,04360,"Copilco Universidad",Colonia
"Ciudad de México",Coyoacán,04368,"Residencial la Cantera","Unidad habitacional"
"Ciudad de México",Coyoacán,04369,"Pedregal de Santo Domingo",Colonia
"Ciudad de México",Coyoacán,04370,Atlántida,Colonia
"Ciudad de México",Coyoacán,04370,"Ciudad Jardín",Colonia
"Ciudad de México",Coyoacán,04370,"Xotepingo 101","Unidad habitacional"
"Ciudad de México",Coyoacán,04380,"El Rosario",Colonia
"Ciudad de México",Coyoacán,04380,"Pueblo La Candelaria",Pueblo
"Ciudad de México",Coyoacán,04390,Huayamilpas,Colonia
"Ciudad de México",Coyoacán,04390,"Nueva Díaz Ordaz",Colonia
"Ciudad de México",Coyoacán,04400,Educación,Colonia
"Ciudad de México",Coyoacán,04410,"Petrolera Taxqueña",Colonia
"Ciudad de México",Coyoacán,04410,"Tlalpan FOVISSSTE","Unidad habitacional"
"Ciudad de México",Coyoacán,04420,"Ex-Ejido de San Francisco Culhuacán",Colonia
"Ciudad de México",Coyoacán,04440,"Culhuacán CTM Sección I",Colonia
"Ciudad de México",Coyoacán,04440,"Culhuacán CTM Sección II",Colonia
"Ciudad de México",Coyoacán,04440,"Culhuacán CTM Sección V",Colonia
"Ciudad de México",Coyoacán,04450,"El Centinela",Colonia
"Ciudad de México",Coyoacán,04460,Avante,Colonia
"Ciudad de México",Coyoacán,04470,"Presidentes Ejidales 1a Sección",Colonia
"Ciudad de México",Coyoacán,04470,"Presidentes Ejidales 2a Sección",Colonia
"Ciudad de México",Coyoacán,04480,"Culhuacán CTM CROC",Colonia
"Ciudad de México",Coyoacán,04480,"Culhuacán CTM Sección III",Colonia
"Ciudad de México",Coyoacán,04480,"Culhuacán CTM Sección VI",Colonia
"Ciudad de México",Coyoacán,04480,"Culhuacán CTM Sección X-A",Colonia
"Ciudad de México",Coyoacán,04489,"Culhuacán CTM Sección VII",Colonia
"Ciudad de México",Coyoacán,04490,"Culhuacán CTM Canal Nacional",Colonia
"Ciudad de México",Coyoacán,04490,"Culhuacán CTM Sección Piloto",Colonia
"Ciudad de México",Coyoacán,04500,"Jardines del Pedregal de San Ángel",Colonia
"Ciudad de México",Coyoacán,04510,"Universidad Nacional Autónoma de México",Equipamiento
"Ciudad de México",Coyoacán,04513,"Multifamiliar Para Maestros","Unidad habitacional"
"Ciudad de México",Coyoacán,04519,"La Otra Banda",Colonia
"Ciudad de México",Coyoacán,04530,"Insurgentes Cuicuilco",Colonia
"Ciudad de México",Coyoacán,04535,"Torres del Maurel",Fraccionamiento
"Ciudad de México",Coyoacán,04600,"Pedregal de Santa Úrsula",Colonia
"Ciudad de México",Coyoacán,04610,Xotepingo,Colonia
"Ciudad de México",Coyoacán,04620,"Pueblo de San Pablo Tepetlapa",Pueblo
"Ciudad de México",Coyoacán,04630,"Adolfo Ruiz Cortínes",Colonia
"Ciudad de México",Coyoacán,04640,"El Reloj",Colonia
"Ciudad de México",Coyoacán,04650,"Los Fresnos",Condominio
"Ciudad de México",Coyoacán,04650,"Pueblo de Santa Úrsula Coapa",Pueblo
"Ciudad de México",Coyoacán,04660,"Joyas del Pedregal",Colonia
"Ciudad de México",Coyoacán,04660,"Pedregal de La Zorra","Unidad habitacional"
"Ciudad de México",Coyoacán,04700,"Pedregal de Carrasco",Colonia
"Ciudad de México",Coyoacán,04700,"Villa Panamericana","Unidad habitacional"
"Ciudad de México",Coyoacán,04710,Olímpica,Colonia
"Ciudad de México",Coyoacán,04718,"Vistas del Maurel",Fraccionamiento
"Ciudad de México",Coyoacán,04719,"Pedregal del Sur",Fraccionamiento
"Ciudad de México",Coyoacán,04719,"Villas del Pedregal","Unidad habitacional"
"Ciudad de México",Coyoacán,04720,"Pedregal del Maurel","Unidad habitacional"
"Ciudad de México",Coyoacán,04729,"Rinconada las Playas INFONAVIT","Unidad habitacional"
"Ciudad de México",Coyoacán,04730,"Bosques de Tetlameya",Colonia
"Ciudad de México",Coyoacán,04730,"Cantil del Pedregal",Colonia
"Ciudad de México",Coyoacán,04738,"Modulo Social Imán",Condominio
"Ciudad de México",Coyoacán,04738,"Villas del Imán",Residencial
"Ciudad de México",Coyoacán,04739,"El Caracol",Colonia
"Ciudad de México",Coyoacán,04800,"Alianza Popular Revolucionaria",Colonia
"Ciudad de México",Coyoacán,04800,"Los Cedros",Colonia
"Ciudad de México",Coyoacán,04810,"Prados de Coyoacán",Colonia
"Ciudad de México",Coyoacán,04815,"Emiliano Zapata",Colonia
"Ciudad de México",Coyoacán,04830,"Los Cipreses",Colonia
"Ciudad de México",Coyoacán,04830,"Los Ciruelos",Fraccionamiento
"Ciudad de México",Coyoacán,04840,"Ex-Ejido de San Pablo Tepetlapa",Colonia
"Ciudad de México",Coyoacán,04843,"Secretaria de Marina Armada de México","Gran usuario"
"Ciudad de México",Coyoacán,04849,"Sector Marina","Unidad habitacional"
"Ciudad de México",Coyoacán,04850,"Fuentes de Coyoacán",Fraccionamiento
"Ciudad de México",Coyoacán,04870,Espartaco,Colonia
"Ciudad de México",Coyoacán,04870,"Los Robles",Fraccionamiento
"Ciudad de México",Coyoacán,04890,"Jardines de Coyoacán",Colonia
"Ciudad de México",Coyoacán,04890,"Los Olivos","Unidad habitacional"
"Ciudad de México",Coyoacán,04890,"Los Olivos",Colonia
"Ciudad de México",Coyoacán,04899,"El Parque de Coyoacán",Colonia
"Ciudad de México",Coyoacán,04908,"La Virgen","Unidad habitacional"
"Ciudad de México",Coyoacán,04909,"Culhuacán CTM Sección IX-A",Colonia
"Ciudad de México",Coyoacán,04909,"Culhuacán CTM Sección IX-B",Colonia
"Ciudad de México",Coyoacán,04909,"Culhuacán CTM Sección VIII",Colonia
"Ciudad de México",Coyoacán,04910,"Carmen Serdán",Colonia
"Ciudad de México",Coyoacán,04918,Cafetales,Colonia
"Ciudad de México",Coyoacán,04919,"Emiliano Zapata Fraccionamiento Popular",Colonia
"Ciudad de México",Coyoacán,04920,"Los Girasoles",Colonia
"Ciudad de México",Coyoacán,04929,"Las Campanas",Colonia
"Ciudad de México",Coyoacán,04930,"Santa Cecilia",Colonia
"Ciudad de México",Coyoacán,04938,"Campestre Coyoacán",Colonia
"Ciudad de México",Coyoacán,04939,"Culhuacán CTM Sección X",Colonia
"Ciudad de México",Coyoacán,04940,"Los Sauces",Colonia
"Ciudad de México",Coyoacán,04950,"El Mirador",Colonia
"Ciudad de México",Coyoacán,04960,"Villa Quietud",Colonia
"Ciudad de México",Coyoacán,04970,"Haciendas de Coyoacán",Colonia
"Ciudad de México",Coyoacán,04980,"Ex-Ejido de Santa Úrsula Coapa",Colonia
"Ciudad de México",Coyoacán,04980,"Ex-Hacienda Coapa",Colonia
"Ciudad de México",Coyoacán,04980,"Viejo Ejido de Santa Úrsula Coapa",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05000,Cuajimalpa,Colonia
"Ciudad de México","Cuajimalpa de Morelos",05009,"Delegación Política Cuajimalpa de Morelos","Gran usuario"
"Ciudad de México","Cuajimalpa de Morelos",05010,Zentlapatl,Colonia
"Ciudad de México","Cuajimalpa de Morelos",05020,"Loma del Padre",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05030,"La Manzanita",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05030,"San Pedro",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05039,Ahuatenco,Campamento
"Ciudad de México","Cuajimalpa de Morelos",05050,"San Pablo Chimalpa",Pueblo
"Ciudad de México","Cuajimalpa de Morelos",05060,"José María Castorena","Unidad habitacional"
"Ciudad de México","Cuajimalpa de Morelos",05100,"Lomas de Vista Hermosa",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05110,"Cooperativa Palo Alto",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05118,"Granjas Palo Alto",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05119,"Campestre Palo Alto",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05120,"Bosques de las Lomas",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05126,"Villas Marbella","Conjunto habitaciona"
"Ciudad de México","Cuajimalpa de Morelos",05128,"Cumbres Reforma",Fraccionamiento
"Ciudad de México","Cuajimalpa de Morelos",05129,"Lomas del Chamizal",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05130,"Rincón de las Lomas",Fraccionamiento
"Ciudad de México","Cuajimalpa de Morelos",05200,"San José de los Cedros",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05214,"Club de Golf Bosques",Residencial
"Ciudad de México","Cuajimalpa de Morelos",05219,"Granjas Navidad",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05220,Tepetongo,Colonia
"Ciudad de México","Cuajimalpa de Morelos",05230,"El Ébano",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05238,"Nueva Rosita","Unidad habitacional"
"Ciudad de México","Cuajimalpa de Morelos",05240,"El Molino",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05249,"Jardines de la Palma",Fraccionamiento
"Ciudad de México","Cuajimalpa de Morelos",05260,"Jesús del Monte",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05268,"Villas de Cuajimalpa","Unidad habitacional"
"Ciudad de México","Cuajimalpa de Morelos",05269,"Amado Nervo",Colonia
"Ciudad de México","Cuajimalpa de Morelos",05270,Manzanastitla,Colonia
"Ciudad de México","Cuajimalpa de Morelos",05280,"Adolfo López Mateos",Colonia
